ParentEduc,PracticeSport,NrSiblings,WklyStudyHours,MathScore,ReadingScore,ExamScore,Gender_male,LunchType_standard,TestPrep_none,IsFirstChild_yes,TransportMeans_school_bus,EthnicGroup_group b,EthnicGroup_group c,EthnicGroup_group d,EthnicGroup_group e,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,Result,Cluster,LearnerCategory
3,2,1.0,7.5,81,86.0,85.0,1,1,0,1,0,0,0,1,0,0,1,0,Pass,0,High-Performer
2,2,2.0,7.5,51,56.0,55.0,0,0,1,0,0,0,1,0,0,1,0,0,Fail,2,At-Risk
2,0,4.0,12.0,58,57.0,56.0,0,1,1,1,1,0,1,0,0,0,0,0,Fail,1,Average
1,1,5.0,7.5,37,45.0,47.0,0,1,1,1,1,0,1,0,0,0,1,0,Fail,1,Average
2,1,0.0,2.5,52,52.0,49.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,4.0,7.5,81,90.0,93.0,0,1,0,0,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,1.0,2.5,48,60.0,48.0,1,0,1,0,0,0,0,1,0,1,0,0,Fail,2,At-Risk
1,2,3.0,7.5,56,68.0,67.0,1,0,0,1,1,0,0,0,0,1,0,0,Fail,0,High-Performer
2,1,2.0,7.5,73,70.0,67.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,0,2.0,7.5,81,80.0,77.0,1,1,0,1,0,0,1,0,0,0,0,0,Pass,0,High-Performer
4,1,3.0,12.0,94,90.0,91.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
5,1,4.0,7.5,76,86.0,84.0,1,0,0,1,1,0,0,0,1,1,0,0,Pass,0,High-Performer
1,0,6.0,12.0,77,73.0,65.0,1,0,1,1,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,1,2.0,7.5,47,46.0,46.0,1,1,0,0,1,1,0,0,0,0,1,0,Fail,0,High-Performer
2,1,3.0,2.5,93,79.0,78.0,1,0,1,1,1,0,0,0,1,1,0,0,Pass,2,At-Risk
1,1,2.0,7.5,72,77.0,76.0,1,1,0,0,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,4.0,7.5,62,60.0,56.0,1,1,0,1,1,1,0,0,0,1,0,0,Fail,0,High-Performer
4,0,1.0,7.5,49,53.0,54.0,0,0,0,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,2.0,2.5,59,74.0,62.0,0,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,1,0.0,7.5,71,71.0,67.0,1,0,0,1,1,0,1,0,0,0,0,0,Fail,0,High-Performer
1,2,1.0,7.5,43,47.0,51.0,0,1,1,0,1,1,0,0,0,1,0,0,Fail,1,Average
1,2,3.0,2.5,60,51.0,54.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
1,0,4.0,2.5,36,54.0,43.0,0,0,1,0,1,1,0,0,0,0,0,0,Fail,2,At-Risk
3,2,1.0,7.5,98,100.0,100.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,1.0,12.0,62,67.0,77.0,0,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
4,1,1.0,7.5,80,100.0,94.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
1,2,2.0,7.5,59,64.0,68.0,0,1,1,1,1,0,0,1,0,0,1,0,Fail,1,Average
3,1,1.0,2.5,46,58.0,57.0,0,1,0,0,1,0,0,0,0,1,0,0,Fail,0,High-Performer
1,1,1.0,7.5,54,63.0,57.0,0,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
2,0,2.0,7.5,57,71.0,78.0,0,1,1,0,0,0,1,0,0,1,0,0,Pass,1,Average
1,2,6.0,2.5,55,68.0,69.0,0,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
5,0,1.0,7.5,71,71.0,71.0,1,0,1,0,1,0,0,0,1,1,0,0,Pass,2,At-Risk
3,2,4.0,7.5,82,89.0,95.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
4,2,0.0,12.0,49,63.0,59.0,0,1,1,1,1,0,0,1,0,0,0,0,Fail,1,Average
4,1,1.0,2.5,71,74.0,77.0,1,0,0,1,1,0,0,1,0,0,0,0,Pass,0,High-Performer
5,2,0.0,12.0,65,61.0,64.0,1,0,1,1,1,1,0,0,0,0,1,0,Fail,2,At-Risk
2,2,3.0,7.5,43,57.0,55.0,0,1,0,1,0,1,0,0,0,0,1,0,Fail,0,High-Performer
1,1,2.0,12.0,61,58.0,61.0,1,0,0,1,1,1,0,0,0,1,0,0,Fail,0,High-Performer
1,0,3.0,7.5,39,37.0,35.0,1,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
2,0,2.0,2.5,55,67.0,63.0,1,0,0,1,1,0,1,0,0,0,1,0,Fail,0,High-Performer
3,2,0.0,7.5,80,80.0,85.0,0,1,1,1,0,0,0,0,1,1,0,0,Pass,1,Average
4,1,3.0,2.5,45,46.0,47.0,1,0,1,1,1,1,0,0,0,1,0,0,Fail,2,At-Risk
3,1,2.0,7.5,70,69.0,59.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
1,1,1.0,7.5,59,54.0,52.0,1,0,1,0,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,2,2.0,2.5,76,66.0,69.0,1,0,1,1,0,0,0,0,1,1,0,0,Pass,2,At-Risk
5,1,2.0,7.5,39,48.0,47.0,0,1,1,0,0,1,0,0,0,1,0,0,Fail,1,Average
1,2,1.0,7.5,74,76.0,78.0,1,1,1,1,0,1,0,0,0,1,0,0,Pass,1,Average
1,0,2.0,2.5,63,61.0,52.0,1,1,1,0,1,0,0,0,0,0,1,0,Fail,1,Average
4,1,2.0,7.5,51,56.0,60.0,0,0,1,1,1,1,0,0,0,1,0,0,Fail,2,At-Risk
3,1,1.0,7.5,90,100.0,100.0,0,1,1,0,1,0,0,0,0,1,0,0,Pass,1,Average
5,1,1.0,7.5,59,77.0,73.0,0,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
3,2,1.0,2.5,42,45.0,44.0,0,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
3,2,3.0,2.5,65,64.0,69.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
3,2,1.0,7.5,83,79.0,74.0,1,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
1,1,3.0,12.0,48,63.0,63.0,0,0,1,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,2,3.0,7.5,75,71.0,59.0,1,1,1,1,0,0,0,0,1,1,0,0,Fail,1,Average
1,1,4.0,7.5,58,65.0,66.0,0,1,0,1,0,1,0,0,0,1,0,0,Fail,0,High-Performer
3,1,3.0,7.5,95,100.0,97.0,0,1,1,0,1,0,1,0,0,0,0,0,Pass,1,Average
3,2,2.0,7.5,97,97.0,93.0,0,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
2,2,0.0,7.5,78,69.0,63.0,1,1,1,1,1,0,0,0,1,1,0,0,Fail,1,Average
2,2,2.0,2.5,66,72.0,70.0,0,1,1,0,0,0,1,0,0,0,1,0,Pass,1,Average
3,1,1.0,7.5,64,74.0,71.0,0,0,1,0,1,0,0,0,1,1,0,0,Pass,2,At-Risk
3,1,4.0,7.5,82,93.0,90.0,0,1,1,1,0,1,0,0,0,0,1,0,Pass,1,Average
3,2,1.0,7.5,56,56.0,55.0,1,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
2,0,2.0,7.5,37,51.0,44.0,0,1,1,0,0,1,0,0,0,1,0,0,Fail,1,Average
2,2,0.0,12.0,65,57.0,54.0,1,0,0,1,0,1,0,0,0,0,1,0,Fail,2,At-Risk
4,1,1.0,7.5,100,94.0,99.0,1,1,0,1,1,0,1,0,0,0,1,0,Pass,0,High-Performer
5,2,3.0,12.0,58,61.0,58.0,1,0,1,1,1,1,0,0,0,1,0,0,Fail,2,At-Risk
1,2,1.0,7.5,35,51.0,54.0,0,0,1,0,0,0,1,0,0,0,0,0,Fail,2,At-Risk
4,0,4.0,2.5,94,93.0,94.0,1,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
4,2,5.0,7.5,79,74.0,73.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,2,0.0,12.0,50,65.0,62.0,0,0,1,1,0,1,0,0,0,0,1,0,Fail,2,At-Risk
5,0,1.0,2.5,59,64.0,61.0,0,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
5,1,3.0,12.0,41,50.0,57.0,0,1,1,0,1,0,0,1,0,0,0,0,Fail,1,Average
2,2,2.0,2.5,99,92.0,99.0,1,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
2,1,3.0,7.5,77,67.0,73.0,0,1,1,0,1,0,0,0,1,1,0,0,Pass,1,Average
3,2,0.0,7.5,73,71.0,74.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,2,2.0,12.0,41,50.0,53.0,0,1,1,1,1,0,0,0,0,1,0,0,Fail,1,Average
1,2,2.0,2.5,85,74.0,75.0,1,1,0,1,0,0,0,0,1,1,0,0,Pass,0,High-Performer
2,2,4.0,12.0,86,78.0,87.0,1,0,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
2,0,1.0,7.5,50,65.0,61.0,0,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,3.0,7.5,64,50.0,54.0,1,1,0,1,1,0,0,1,0,0,1,0,Fail,0,High-Performer
2,0,1.0,7.5,77,83.0,73.0,0,0,1,1,0,0,0,0,1,1,0,0,Pass,2,At-Risk
1,2,3.0,7.5,77,90.0,91.0,0,1,1,0,0,0,0,1,0,1,0,0,Pass,1,Average
2,1,3.0,7.5,56,49.0,49.0,1,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
1,1,3.0,2.5,87,84.0,76.0,1,0,1,1,0,0,0,0,1,1,0,0,Pass,2,At-Risk
3,2,0.0,12.0,57,65.0,70.0,0,0,1,1,1,0,0,1,0,0,0,0,Pass,2,At-Risk
1,2,5.0,12.0,82,76.0,74.0,1,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,4.0,7.5,61,52.0,54.0,1,1,1,0,0,1,0,0,0,1,0,0,Fail,1,Average
2,1,0.0,2.5,59,53.0,49.0,1,0,1,1,0,0,0,0,1,1,0,0,Fail,2,At-Risk
3,0,2.0,2.5,79,82.0,80.0,1,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
3,1,4.0,7.5,51,58.0,56.0,1,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,74,77.0,71.0,0,1,0,0,1,0,0,0,1,0,1,0,Pass,0,High-Performer
1,1,1.0,7.5,43,49.0,49.0,0,1,1,0,1,0,0,1,0,1,0,0,Fail,1,Average
1,1,4.0,7.5,64,65.0,58.0,0,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,2,1.0,7.5,70,63.0,59.0,1,0,0,0,0,0,0,0,0,1,0,0,Fail,0,High-Performer
3,0,2.0,2.5,84,76.0,77.0,0,1,1,0,0,1,0,0,0,0,0,0,Pass,1,Average
2,0,4.0,12.0,33,41.0,37.0,0,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
2,1,2.0,12.0,41,43.0,34.0,1,0,1,0,1,0,0,0,1,0,1,0,Fail,2,At-Risk
1,1,4.0,2.5,67,62.0,68.0,1,1,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
1,2,2.0,7.5,63,68.0,74.0,0,1,0,0,0,0,0,1,0,1,0,0,Pass,0,High-Performer
3,0,2.0,12.0,63,66.0,68.0,1,0,0,0,1,0,0,1,0,1,0,0,Fail,0,High-Performer
2,1,1.0,12.0,70,68.0,68.0,1,1,1,1,0,0,1,0,0,0,0,0,Fail,1,Average
1,2,2.0,7.5,84,78.0,73.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,0,2.0,12.0,67,70.0,69.0,0,1,1,1,0,0,0,0,1,0,0,0,Pass,1,Average
1,1,4.0,7.5,53,68.0,67.0,0,0,1,0,0,1,0,0,0,1,0,0,Fail,2,At-Risk
1,0,2.0,12.0,79,75.0,73.0,1,1,0,0,0,0,1,0,0,0,0,0,Pass,0,High-Performer
2,1,4.0,7.5,83,93.0,90.0,1,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
3,2,2.0,7.5,56,58.0,52.0,1,0,1,0,0,0,1,0,0,0,1,0,Fail,2,At-Risk
4,1,3.0,2.5,58,73.0,68.0,0,0,0,1,1,0,0,1,0,0,1,0,Fail,0,High-Performer
1,2,1.0,7.5,67,80.0,86.0,0,1,0,1,0,0,0,1,0,0,1,0,Pass,0,High-Performer
4,1,4.0,2.5,96,98.0,98.0,0,1,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
3,2,5.0,2.5,71,72.0,69.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,2,2.0,7.5,58,56.0,52.0,1,1,1,0,1,0,1,0,0,0,0,0,Fail,1,Average
3,1,2.0,2.5,71,72.0,76.0,0,1,1,0,1,0,0,1,0,1,0,0,Pass,1,Average
5,1,3.0,2.5,82,81.0,76.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
5,1,1.0,2.5,59,79.0,76.0,0,0,1,1,1,0,1,0,0,0,1,0,Pass,2,At-Risk
3,1,4.0,2.5,61,63.0,69.0,0,0,1,1,1,0,0,0,1,1,0,0,Pass,2,At-Risk
1,2,2.0,2.5,44,43.0,40.0,1,1,1,1,1,0,1,0,0,0,0,0,Fail,1,Average
4,2,3.0,7.5,79,70.0,69.0,1,1,1,0,1,0,0,1,0,1,0,0,Pass,1,Average
3,1,5.0,2.5,73,78.0,78.0,0,1,1,0,0,0,0,1,0,1,0,0,Pass,1,Average
1,1,4.0,7.5,66,82.0,75.0,0,1,1,1,0,1,0,0,0,0,0,0,Pass,1,Average
5,2,2.0,2.5,59,72.0,73.0,1,0,1,0,0,0,0,0,1,0,0,0,Pass,2,At-Risk
4,2,3.0,7.5,62,78.0,79.0,0,0,1,1,1,0,0,1,0,0,1,0,Pass,2,At-Risk
5,2,2.0,7.5,97,100.0,100.0,0,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,2,2.0,2.5,43,52.0,48.0,1,0,0,0,1,0,0,1,0,0,1,0,Fail,2,At-Risk
5,2,2.0,12.0,95,91.0,100.0,0,1,1,0,1,0,0,1,0,1,0,0,Pass,1,Average
4,0,1.0,2.5,71,68.0,65.0,1,1,1,0,1,1,0,0,0,1,0,0,Fail,1,Average
4,2,4.0,7.5,94,93.0,92.0,0,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,1,4.0,7.5,84,74.0,79.0,1,1,0,0,1,0,0,0,0,0,0,0,Pass,0,High-Performer
2,1,1.0,12.0,63,75.0,82.0,0,0,0,1,0,0,1,0,0,0,0,0,Pass,0,High-Performer
5,2,3.0,7.5,98,91.0,93.0,1,1,1,0,1,0,1,0,0,0,1,0,Pass,1,Average
2,1,1.0,12.0,66,71.0,67.0,1,0,0,0,1,0,1,0,0,1,0,0,Fail,0,High-Performer
1,1,5.0,7.5,54,61.0,67.0,0,0,0,1,1,0,0,0,1,0,1,0,Fail,0,High-Performer
1,2,2.0,7.5,64,63.0,60.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
3,2,3.0,7.5,48,51.0,50.0,0,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
1,0,3.0,12.0,69,71.0,66.0,0,1,1,1,1,0,0,0,1,1,0,0,Fail,1,Average
1,1,1.0,7.5,60,60.0,59.0,1,1,1,1,1,1,0,0,0,0,1,0,Fail,1,Average
1,1,6.0,7.5,59,50.0,59.0,0,1,1,0,1,0,1,0,0,0,0,0,Fail,1,Average
1,1,2.0,12.0,69,77.0,84.0,0,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
4,1,4.0,7.5,71,61.0,64.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,0,3.0,2.5,51,48.0,46.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
5,2,1.0,2.5,89,94.0,93.0,0,1,1,1,1,0,0,0,1,0,1,0,Pass,1,Average
1,1,1.0,7.5,88,78.0,77.0,1,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
1,1,3.0,7.5,76,64.0,65.0,1,1,1,0,1,0,0,1,0,1,0,0,Fail,1,Average
3,1,3.0,7.5,80,85.0,76.0,1,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,2.0,12.0,74,82.0,82.0,0,1,1,1,1,1,0,0,0,0,1,0,Pass,1,Average
3,1,0.0,7.5,50,70.0,66.0,0,1,0,1,1,0,0,1,0,1,0,0,Fail,0,High-Performer
3,1,1.0,2.5,49,57.0,63.0,0,0,0,0,1,1,0,0,0,0,0,0,Fail,0,High-Performer
4,2,4.0,7.5,40,50.0,49.0,1,0,1,0,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,2,3.0,7.5,60,63.0,56.0,1,1,1,0,1,0,0,1,0,1,0,0,Fail,1,Average
4,1,1.0,7.5,77,86.0,81.0,0,1,1,0,1,1,0,0,0,0,0,0,Pass,1,Average
1,0,1.0,2.5,72,73.0,76.0,1,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
5,1,3.0,7.5,84,92.0,93.0,0,1,1,1,0,1,0,0,0,1,0,0,Pass,1,Average
1,2,1.0,7.5,64,57.0,51.0,1,0,1,0,1,0,0,0,1,0,1,0,Fail,2,At-Risk
5,1,2.0,12.0,73,82.0,89.0,0,1,0,0,0,0,1,0,0,0,0,1,Pass,0,High-Performer
1,1,3.0,7.5,83,90.0,88.0,0,0,0,0,0,0,0,0,1,1,0,0,Pass,0,High-Performer
2,1,2.0,7.5,69,84.0,75.0,0,1,1,0,0,1,0,0,0,0,1,0,Pass,1,Average
4,0,0.0,2.5,88,92.0,92.0,0,1,0,1,0,0,0,0,1,1,0,0,Pass,0,High-Performer
3,1,2.0,7.5,67,62.0,67.0,1,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,2.0,7.5,64,72.0,64.0,0,1,1,1,1,0,1,0,0,0,0,0,Fail,1,Average
3,1,4.0,7.5,83,82.0,85.0,1,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
2,2,2.0,7.5,47,51.0,64.0,0,1,0,0,1,0,0,1,0,1,0,0,Fail,0,High-Performer
3,1,3.0,2.5,74,81.0,78.0,0,1,1,1,0,0,0,0,0,1,0,0,Pass,1,Average
3,1,2.0,7.5,74,83.0,88.0,0,1,0,0,1,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,2.0,12.0,61,56.0,47.0,1,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
2,2,3.0,7.5,63,71.0,73.0,1,0,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,4.0,2.5,64,65.0,61.0,1,1,1,0,1,0,0,1,0,0,1,0,Fail,1,Average
1,2,5.0,7.5,57,63.0,66.0,0,0,1,1,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,1,3.0,7.5,69,75.0,70.0,1,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,3.0,2.5,77,71.0,74.0,1,0,0,0,1,0,1,0,0,0,1,0,Pass,0,High-Performer
1,2,1.0,7.5,63,59.0,58.0,1,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
1,0,0.0,2.5,57,67.0,66.0,1,0,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
4,2,6.0,7.5,84,83.0,92.0,0,1,1,0,1,0,0,1,0,0,0,0,Pass,1,Average
3,2,0.0,2.5,67,59.0,66.0,0,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
1,1,3.0,12.0,51,57.0,49.0,0,0,1,0,0,1,0,0,0,0,1,0,Fail,2,At-Risk
1,1,2.0,7.5,83,74.0,84.0,0,1,1,1,0,0,0,0,1,1,0,0,Pass,1,Average
3,2,4.0,12.0,58,79.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,Pass,0,High-Performer
4,1,0.0,2.5,86,74.0,67.0,1,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
3,1,2.0,7.5,86,84.0,82.0,1,1,1,0,1,0,1,0,0,0,0,0,Pass,1,Average
3,1,1.0,7.5,83,70.0,60.0,1,1,1,1,1,0,0,0,1,1,0,0,Fail,1,Average
2,2,4.0,7.5,51,58.0,48.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,0,4.0,7.5,64,57.0,53.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,2,0.0,7.5,80,72.0,71.0,1,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,0.0,12.0,59,55.0,46.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,2,3.0,7.5,90,86.0,80.0,1,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,1,6.0,2.5,55,50.0,49.0,1,1,0,1,0,0,0,0,1,1,0,0,Fail,0,High-Performer
4,0,0.0,2.5,75,89.0,87.0,0,1,0,1,0,0,1,0,0,0,0,0,Pass,0,High-Performer
2,2,1.0,2.5,70,61.0,62.0,1,1,1,1,0,0,0,1,0,1,0,0,Fail,1,Average
3,2,1.0,2.5,51,50.0,51.0,1,0,1,1,0,0,0,0,1,0,1,0,Fail,2,At-Risk
1,1,4.0,12.0,78,89.0,91.0,0,1,0,1,1,1,0,0,0,0,0,0,Pass,0,High-Performer
2,2,3.0,7.5,75,85.0,71.0,0,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,0,3.0,7.5,53,65.0,62.0,0,1,1,1,0,0,1,0,0,0,0,0,Fail,1,Average
1,0,1.0,7.5,56,65.0,69.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
4,1,3.0,2.5,84,97.0,98.0,0,0,0,1,1,0,0,0,1,1,0,0,Pass,0,High-Performer
5,1,1.0,2.5,66,63.0,62.0,0,1,1,1,0,1,0,0,0,1,0,0,Fail,1,Average
2,1,1.0,7.5,63,69.0,65.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,2.0,7.5,83,81.0,79.0,1,1,1,0,1,0,0,0,1,1,0,0,Pass,1,Average
1,1,3.0,12.0,60,56.0,47.0,1,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
1,1,2.0,2.5,79,76.0,74.0,1,1,0,1,0,0,0,0,0,0,0,0,Pass,0,High-Performer
1,1,2.0,2.5,74,65.0,57.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,1,4.0,7.5,38,30.0,34.0,1,0,1,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,1,2.0,2.5,58,78.0,70.0,0,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
3,0,0.0,7.5,95,87.0,87.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
4,2,2.0,2.5,58,50.0,54.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
3,0,2.0,2.5,66,76.0,77.0,0,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,1.0,7.5,67,72.0,74.0,1,1,0,1,1,0,1,0,0,0,1,0,Pass,0,High-Performer
1,2,5.0,7.5,66,70.0,70.0,1,0,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
2,1,2.0,12.0,65,89.0,82.0,0,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,1,5.0,12.0,60,66.0,57.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,2.0,7.5,32,36.0,38.0,0,0,0,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
2,1,0.0,7.5,80,73.0,76.0,1,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
4,1,1.0,7.5,84,97.0,97.0,0,1,1,1,1,0,1,0,0,0,0,0,Pass,1,Average
1,1,4.0,2.5,40,58.0,59.0,0,0,1,1,1,0,0,0,0,0,1,0,Fail,2,At-Risk
2,1,1.0,7.5,52,51.0,49.0,1,1,1,1,1,0,1,0,0,0,0,0,Fail,1,Average
4,1,2.0,7.5,69,75.0,82.0,0,1,0,1,1,0,0,1,0,0,0,0,Pass,0,High-Performer
2,1,2.0,12.0,77,81.0,82.0,0,1,1,0,1,1,0,0,0,1,0,0,Pass,1,Average
2,2,0.0,7.5,66,72.0,75.0,0,1,1,1,1,0,1,0,0,0,0,0,Pass,1,Average
1,2,3.0,2.5,64,62.0,63.0,1,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
2,2,3.0,7.5,70,61.0,66.0,1,1,0,0,0,0,0,1,0,1,0,0,Fail,0,High-Performer
3,1,2.0,7.5,93,100.0,98.0,0,1,1,0,0,0,1,0,0,0,1,0,Pass,1,Average
1,2,3.0,7.5,59,53.0,50.0,1,1,0,0,0,0,1,0,0,0,0,1,Fail,0,High-Performer
3,0,2.0,12.0,52,55.0,48.0,1,0,1,0,0,0,1,0,0,0,1,0,Fail,2,At-Risk
3,0,1.0,7.5,46,48.0,48.0,1,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
2,1,1.0,7.5,68,83.0,88.0,0,0,0,1,0,0,1,0,0,0,0,0,Pass,0,High-Performer
3,1,3.0,2.5,54,57.0,60.0,0,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
3,1,2.0,7.5,47,35.0,36.0,1,1,1,1,1,0,1,0,0,0,1,0,Fail,1,Average
3,1,2.0,7.5,62,92.0,84.0,0,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
1,2,3.0,12.0,56,62.0,58.0,0,0,1,0,0,0,0,0,1,1,0,0,Fail,2,At-Risk
5,2,3.0,12.0,76,63.0,69.0,1,1,0,0,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,1.0,7.5,62,75.0,67.0,0,0,1,1,1,0,0,0,1,0,0,0,Fail,2,At-Risk
2,1,1.0,2.5,33,53.0,49.0,0,0,1,1,1,0,1,0,0,0,1,0,Fail,2,At-Risk
5,2,1.0,2.5,84,92.0,99.0,0,0,1,1,0,0,0,1,0,0,1,0,Pass,2,At-Risk
5,1,4.0,12.0,91,100.0,100.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,5.0,7.5,38,55.0,51.0,0,0,0,0,0,0,0,1,0,1,0,0,Fail,2,At-Risk
5,1,1.0,2.5,48,66.0,62.0,0,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,3.0,12.0,84,78.0,78.0,1,1,1,0,1,0,1,0,0,0,0,0,Pass,1,Average
2,1,3.0,7.5,88,92.0,90.0,1,1,1,0,1,0,0,1,0,0,1,0,Pass,1,Average
1,1,1.0,7.5,85,82.0,83.0,1,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
5,2,1.0,7.5,69,66.0,55.0,1,0,1,0,1,0,0,0,1,1,0,0,Fail,2,At-Risk
1,1,4.0,2.5,73,71.0,66.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
2,1,3.0,7.5,71,60.0,57.0,1,1,1,0,0,0,1,0,0,1,0,0,Fail,1,Average
2,2,1.0,7.5,51,56.0,58.0,0,1,0,0,1,0,1,0,0,1,0,0,Fail,0,High-Performer
